rDate,Month,Year,Weekday,Time,Time-Day,Morning,Afternoon,Night,Sender,clean_msg,emoji,word_count_group,Sentiment_Polarity,Sentiment_Label,Emosent_Polarity,Emosent_Label,is_msg,is_emoji
2023-01-01,1,2023,Sunday,02:21:00,Night,0,0,1,Matias,la culatu,_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-01,1,2023,Sunday,03:14:00,Night,0,0,1,Morza,culatuu muy feliz año estás divina beso grande,_,regular msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-01,1,2023,Sunday,03:22:00,Night,0,0,1,Eze,haydee idola,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-01,1,2023,Sunday,03:45:00,Night,0,0,1,Matias,_,😂,short msg,3,Neutral,0.221,Positive,msg,emoji
2023-01-01,1,2023,Sunday,03:46:00,Night,0,0,1,Fede,mandale un beso a culatu,_,short msg,1,Negative,0.0,Neutral,msg,emoji
2023-01-01,1,2023,Sunday,04:02:00,Night,0,0,1,Belle,feliz año mi gente beia,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-01,1,2023,Sunday,04:04:00,Night,0,0,1,Loro,felz año,🍾🥂🥂🥂🥂,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-01,1,2023,Sunday,04:22:00,Night,0,0,1,Matias,le mando gracias,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-01,1,2023,Sunday,04:22:00,Night,0,0,1,Matias,le digo,_,short msg,4,,0.0,Neutral,msg,emoji
2023-01-01,1,2023,Sunday,04:22:00,Night,0,0,1,Matias,feliz ,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-01,1,2023,Sunday,04:30:00,Night,0,0,1,Matias,saludos a tus viejos también,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-01,1,2023,Sunday,04:35:00,Night,0,0,1,Fede,gracias les mando,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-01,1,2023,Sunday,05:34:00,Night,0,0,1,Eze,mi único deseo para este es bajar la ansiedad,_,regular msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-01,1,2023,Sunday,05:54:00,Night,0,0,1,Fede,_,🤦,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-01,1,2023,Sunday,07:24:00,Morning,1,0,0,Chogau,para vos que andas siempre estresado,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-02,1,2023,Monday,12:54:00,Morning,1,0,0,Eze,para scham,_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-02,1,2023,Monday,13:08:00,Afternoon,0,1,0,Juan,no lo quiere dejar está contento y a gusto,_,regular msg,4,,0.0,Neutral,msg,emoji
2023-01-02,1,2023,Monday,13:29:00,Afternoon,0,1,0,Yames,seguimos,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-02,1,2023,Monday,16:26:00,Afternoon,0,1,0,Morza,a ver si a messi en el psg lo reciben así ,_,regular msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-02,1,2023,Monday,16:36:00,Afternoon,0,1,0,Matias,me gustó eso,_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-02,1,2023,Monday,16:37:00,Afternoon,0,1,0,Eze,increíble no veo gente arriba de los arboles ni tomándose de puentes que raro,_,regular msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-02,1,2023,Monday,16:53:00,Afternoon,0,1,0,Fede,igual ensuciaron todo con esos papelitosque desorden por favor,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-01-02,1,2023,Monday,16:55:00,Afternoon,0,1,0,Juan,mbappe aprendió ayer que los generadores de juego son tan importantes como los definidores,_,regular msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-02,1,2023,Monday,16:55:00,Afternoon,0,1,0,Loro,un horror manga de inadaptados,🤦🏻🧐,short msg,1,Negative,0.0,Neutral,msg,emoji
2023-01-02,1,2023,Monday,16:56:00,Afternoon,0,1,0,Loro,no sabe festejar esta gente,_,short msg,1,Negative,0.0,Neutral,msg,emoji
2023-01-02,1,2023,Monday,18:06:00,Afternoon,0,1,0,Delca,_,😂,short msg,3,Neutral,0.221,Positive,msg,emoji
2023-01-02,1,2023,Monday,18:08:00,Afternoon,0,1,0,Juan,volviste,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-02,1,2023,Monday,18:48:00,Afternoon,0,1,0,Delca,y si demasiado che,_,short msg,2,,0.0,Neutral,msg,emoji
2023-01-02,1,2023,Monday,23:57:00,Night,0,0,1,Barde,muchachos les comparto un listado de cosas que tengo para vender allá en buenos aires si les interesa algo o conocen a alguien que le interese algo no dejen de contactarme,_,regular msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-03,1,2023,Tuesday,00:02:00,Night,0,0,1,Yames,tenes que agregar,_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-03,1,2023,Tuesday,00:24:00,Night,0,0,1,Barde,se siguen usando las medias,_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-03,1,2023,Tuesday,00:24:00,Night,0,0,1,Barde,_,🤔,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-03,1,2023,Tuesday,00:29:00,Night,0,0,1,Yames,estoy de acuerdo,_,short msg,4,,0.0,Neutral,msg,emoji
2023-01-03,1,2023,Tuesday,00:29:00,Night,0,0,1,Yames,hábleme de cosas importantes bardelli,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-03,1,2023,Tuesday,01:05:00,Night,0,0,1,Barde,_,🤭,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-03,1,2023,Tuesday,01:05:00,Night,0,0,1,Barde,inolvidable,_,short msg,1,Negative,0.0,Neutral,msg,emoji
2023-01-03,1,2023,Tuesday,19:45:00,Afternoon,0,1,0,Loro,pa los travas quien esta detras de esto,🤔,regular msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-03,1,2023,Tuesday,20:12:00,Night,0,0,1,Juan,(risa),_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-04,1,2023,Wednesday,11:09:00,Morning,1,0,0,Barde,daniel vila y josé luis manzano,_,short msg,4,,0.0,Neutral,msg,emoji
2023-01-04,1,2023,Wednesday,11:10:00,Morning,1,0,0,Barde,este es el que acusaba a macri de extorsionarlo en ,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-01-04,1,2023,Wednesday,11:11:00,Morning,1,0,0,Barde,parece que ahora está a gusto el manzano fabián doman,_,regular msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-04,1,2023,Wednesday,15:54:00,Afternoon,0,1,0,Eze,lo importante es que cada argentino y argentina se vaya sinentiendo a gusto sin ir más lejos mira a los de este chat que les gustan las chiquxs con picaporte,_,regular msg,4,,0.0,Neutral,msg,emoji
2023-01-04,1,2023,Wednesday,15:59:00,Afternoon,0,1,0,Barde,al final terminamos todos en la misma bolsa por o degenerados,_,regular msg,2,,0.0,Neutral,msg,emoji
2023-01-04,1,2023,Wednesday,16:00:00,Afternoon,0,1,0,Juan,no se haga el distraido bardelli,_,short msg,1,Negative,0.0,Neutral,msg,emoji
2023-01-04,1,2023,Wednesday,16:04:00,Afternoon,0,1,0,Eze,sáquese esa peluca schames no sea ridiculous,_,short msg,1,Negative,0.0,Neutral,msg,emoji
2023-01-04,1,2023,Wednesday,18:43:00,Afternoon,0,1,0,Juan,lo redactó el ministerio de la mujer ,_,regular msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-04,1,2023,Wednesday,18:55:00,Afternoon,0,1,0,Loro,la dondita antes de irse a mostrarle las tetas a massita de nuevo,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-01-05,1,2023,Thursday,00:14:00,Night,0,0,1,Chogau,venimos mejorando en el ,_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-05,1,2023,Thursday,13:04:00,Afternoon,0,1,0,Juan,te enteraste que al choclo lo rayaron y lo envolvieron en chala,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-01-05,1,2023,Thursday,17:18:00,Afternoon,0,1,0,Juan,que talle de remera te dieron gonza,_,short msg,1,Negative,0.0,Neutral,msg,emoji
2023-01-05,1,2023,Thursday,17:29:00,Afternoon,0,1,0,Barde,la remeras cómo son,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-05,1,2023,Thursday,17:29:00,Afternoon,0,1,0,Barde,de cuanto estamos hablando,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-05,1,2023,Thursday,17:41:00,Afternoon,0,1,0,Yames,segal está coordinando todo,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-05,1,2023,Thursday,17:42:00,Afternoon,0,1,0,Eze,están buenas las remeras lindo algodón suavecito,_,short msg,4,,0.0,Neutral,msg,emoji
2023-01-06,1,2023,Friday,15:29:00,Afternoon,0,1,0,Gasti_Boy,_,👏👏👏👏,short msg,3,Neutral,0.521,Positive,msg,emoji
2023-01-06,1,2023,Friday,17:00:00,Afternoon,0,1,0,Barde,(risa),_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-07,1,2023,Saturday,13:33:00,Afternoon,0,1,0,Jose,que cabron,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-07,1,2023,Saturday,13:33:00,Afternoon,0,1,0,Jose,tienen una colección de bebidas para traer a los muertos del otro mundo no ,😂,regular msg,1,Negative,0.221,Positive,msg,emoji
2023-01-07,1,2023,Saturday,13:33:00,Afternoon,0,1,0,Juan,_,🤕🤕🤕🤕,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-07,1,2023,Saturday,13:34:00,Afternoon,0,1,0,Juan,o para llevarlos me parece,_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-07,1,2023,Saturday,13:34:00,Afternoon,0,1,0,Jose,que haces juancito,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-07,1,2023,Saturday,13:34:00,Afternoon,0,1,0,Jose,que contas,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-07,1,2023,Saturday,13:50:00,Afternoon,0,1,0,Juan,de guardia josé,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-07,1,2023,Saturday,13:53:00,Afternoon,0,1,0,Jose,bien ahí siempre de guardia eso me gusta algunos les toca me siento orgulloso de vos juancito y de todos los medicos del mundo,_,regular msg,4,,0.0,Neutral,msg,emoji
2023-01-07,1,2023,Saturday,14:50:00,Afternoon,0,1,0,Barde,que mal votamos,_,short msg,1,Negative,0.0,Neutral,msg,emoji
2023-01-07,1,2023,Saturday,14:51:00,Afternoon,0,1,0,Juan,donde estás josecito vos tírate un paisaje,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-07,1,2023,Saturday,15:26:00,Afternoon,0,1,0,Juan,que lindo josé donde estás,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-07,1,2023,Saturday,17:56:00,Afternoon,0,1,0,Jose,alcoy pibe,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-07,1,2023,Saturday,17:57:00,Afternoon,0,1,0,Juan,lujo,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-08,1,2023,Sunday,09:23:00,Morning,1,0,0,Juan,amigos en un auto uno le dice al otrome tiras en el centro dale dardo,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-01-08,1,2023,Sunday,12:23:00,Morning,1,0,0,Barde,(risa),_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-08,1,2023,Sunday,12:23:00,Morning,1,0,0,Barde,(risa),_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-08,1,2023,Sunday,13:17:00,Afternoon,0,1,0,Jose,no me gusta eso,🤔🤔🤣🤣🤣,short msg,2,,0.0,Neutral,msg,emoji
2023-01-08,1,2023,Sunday,13:17:00,Afternoon,0,1,0,Jose,(risa),_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-08,1,2023,Sunday,17:50:00,Afternoon,0,1,0,Fede,que asqueroso,_,short msg,1,Negative,0.0,Neutral,msg,emoji
2023-01-08,1,2023,Sunday,22:55:00,Night,0,0,1,Chogau,esta reuters united press bloomberg y cupelli ,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-01-08,1,2023,Sunday,22:59:00,Night,0,0,1,Barde,no me gusta eso,_,short msg,2,,0.0,Neutral,msg,emoji
2023-01-08,1,2023,Sunday,23:21:00,Night,0,0,1,Yames,hay que alambrar brasil,_,short msg,1,Negative,0.0,Neutral,msg,emoji
2023-01-08,1,2023,Sunday,23:25:00,Night,0,0,1,Barde,hay que alambrar capital federal urgente,_,short msg,1,Negative,0.0,Neutral,msg,emoji
2023-01-08,1,2023,Sunday,23:26:00,Night,0,0,1,Yames,ya mismo,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-08,1,2023,Sunday,23:27:00,Night,0,0,1,Loro,hay que alabrar mardel,_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-08,1,2023,Sunday,23:27:00,Night,0,0,1,Loro,alambrar,_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-09,1,2023,Monday,00:50:00,Night,0,0,1,Belle,tremendo eze,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-09,1,2023,Monday,00:52:00,Night,0,0,1,Eze,si,_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-09,1,2023,Monday,10:36:00,Morning,1,0,0,Barde,no sé si es una buena idea ir a buscar votos a la bristol,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-01-09,1,2023,Monday,10:39:00,Morning,1,0,0,Juan,buen discurso la señora de fondo,_,short msg,4,,0.0,Neutral,msg,emoji
2023-01-09,1,2023,Monday,10:39:00,Morning,1,0,0,Barde,eso lo podes hacer en pinamar valeria y cariló pasar por arriba a gesell y seguir con mar de las pampas,_,regular msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-09,1,2023,Monday,10:40:00,Morning,1,0,0,Juan,vas a alambrar todo eso también,_,short msg,1,Negative,0.0,Neutral,msg,emoji
2023-01-09,1,2023,Monday,10:40:00,Morning,1,0,0,Barde,son de manual le das el libreto y lo repiten,_,regular msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-09,1,2023,Monday,10:41:00,Morning,1,0,0,Juan,yo creo que esta convencida pobre le roban la comida en la cara y le hecha la culpa al supermercado el peronismo lima cerebros,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-01-09,1,2023,Monday,10:41:00,Morning,1,0,0,Barde,cariló valeria y pinamar bien sure alambrar y pedir visa,_,regular msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-09,1,2023,Monday,10:41:00,Morning,1,0,0,Juan,llamalo a schames,_,short msg,1,Negative,0.0,Neutral,msg,emoji
2023-01-09,1,2023,Monday,10:41:00,Morning,1,0,0,Juan,el sabe que hacer,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-09,1,2023,Monday,10:43:00,Morning,1,0,0,Barde,para que no se llene de merzas con guita,_,regular msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-09,1,2023,Monday,10:45:00,Morning,1,0,0,Barde,a cristina esto no le pasa porque dos horas antes de llegar ya te lleno la playa de militantes,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-01-09,1,2023,Monday,10:46:00,Morning,1,0,0,Barde,patricia bullrich creo que sale mejor parada porque fue de montoneros creo que le tienen más respeto los zurdos son flojos,_,regular msg,2,,0.0,Neutral,msg,emoji
2023-01-09,1,2023,Monday,10:47:00,Morning,1,0,0,Barde,nunca está cuando lo necesitamos,_,short msg,1,Negative,0.0,Neutral,msg,emoji
2023-01-09,1,2023,Monday,10:48:00,Morning,1,0,0,Juan,ñoqui,_,short msg,1,Negative,0.0,Neutral,msg,emoji
2023-01-09,1,2023,Monday,14:44:00,Afternoon,0,1,0,Loro,clarito reposo hs lo de mas es al pedo,🤷🏻,regular msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-09,1,2023,Monday,14:50:00,Afternoon,0,1,0,Juan,sabio loro,_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-09,1,2023,Monday,15:40:00,Afternoon,0,1,0,Barde,una genialidad,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-09,1,2023,Monday,16:43:00,Afternoon,0,1,0,Juan,el amigo del chongui,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-09,1,2023,Monday,21:33:00,Night,0,0,1,Barde,ordinario,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-09,1,2023,Monday,21:43:00,Night,0,0,1,Juan,el alcalde de barcelona se quejo de tu patinete propulsados a pedos bardelli controlate,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-01-10,1,2023,Tuesday,11:50:00,Morning,1,0,0,Chogau,cuantos gramos señor,_,short msg,1,Negative,0.0,Neutral,msg,emoji
2023-01-10,1,2023,Tuesday,13:25:00,Afternoon,0,1,0,Juan,creo que la mors pedía ese gusto,_,short msg,2,,0.0,Neutral,msg,emoji
2023-01-10,1,2023,Tuesday,13:45:00,Afternoon,0,1,0,Loro,x kilo,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-10,1,2023,Tuesday,13:50:00,Afternoon,0,1,0,Barde,cupelli veo que arrancaste el año con todo,_,regular msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-10,1,2023,Tuesday,14:31:00,Afternoon,0,1,0,Juan,parece que no es suficiente nadie aporta,_,short msg,1,Negative,0.0,Neutral,msg,emoji
2023-01-10,1,2023,Tuesday,15:15:00,Afternoon,0,1,0,Fede,es lo que hayno,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-10,1,2023,Tuesday,15:15:00,Afternoon,0,1,0,Fede,el tema es si la inauguran veces,_,regular msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-10,1,2023,Tuesday,15:45:00,Afternoon,0,1,0,Fede,ay ay ay,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-10,1,2023,Tuesday,15:56:00,Afternoon,0,1,0,Barde,la nacion el gobierno designó a la sucesora de victoria donda en el inadi,_,regular msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-10,1,2023,Tuesday,15:56:00,Afternoon,0,1,0,Barde,atento cupelli que donda ya tiene reemplazante a cuidarse,_,regular msg,4,,0.0,Neutral,msg,emoji
2023-01-10,1,2023,Tuesday,15:58:00,Afternoon,0,1,0,Barde,está ya tiene experiencia fue directora contra la discriminación que buen curro que de gente afanando,_,regular msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-10,1,2023,Tuesday,15:58:00,Afternoon,0,1,0,Barde,por eso lo único que hacen con lo que queda son canchas de fútbol,_,regular msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-10,1,2023,Tuesday,16:53:00,Afternoon,0,1,0,Juan,bardelii schames tiene razon alambrado,_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-10,1,2023,Tuesday,17:02:00,Afternoon,0,1,0,Eze,sáquenlo,_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-10,1,2023,Tuesday,17:09:00,Afternoon,0,1,0,Barde,fina y delicada,_,short msg,4,,0.0,Neutral,msg,emoji
2023-01-11,1,2023,Wednesday,13:00:00,Afternoon,0,1,0,Loro,aguante aerolineas argentinas,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-11,1,2023,Wednesday,13:02:00,Afternoon,0,1,0,Loro,la aerolinia de bandera papa ,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-11,1,2023,Wednesday,22:51:00,Night,0,0,1,Loro,trabajo en argentina,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-12,1,2023,Thursday,02:34:00,Night,0,0,1,Loro,rivera alto pedo se va a agarrar ,😅😂🤣😅😂🤣,regular msg,1,Negative,0.2005,Positive,msg,emoji
2023-01-12,1,2023,Thursday,10:54:00,Morning,1,0,0,Juan,buen amanecer loro mateando,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-12,1,2023,Thursday,11:19:00,Morning,1,0,0,Loro,cafeteando ando,_,short msg,1,Negative,0.0,Neutral,msg,emoji
2023-01-12,1,2023,Thursday,11:25:00,Morning,1,0,0,Juan,muy temprano para los puchos loro,_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-12,1,2023,Thursday,11:27:00,Morning,1,0,0,Barde,_,🤦🏻,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-12,1,2023,Thursday,11:29:00,Morning,1,0,0,Barde,adónde estás loro,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-12,1,2023,Thursday,11:32:00,Morning,1,0,0,Loro,sanber,_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-12,1,2023,Thursday,11:45:00,Morning,1,0,0,Barde,estás para más,_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-12,1,2023,Thursday,11:46:00,Morning,1,0,0,Barde,el año que viene te quiero en pinamar o valeria,_,regular msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-12,1,2023,Thursday,11:46:00,Morning,1,0,0,Barde,_,🤌,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-12,1,2023,Thursday,11:47:00,Morning,1,0,0,Loro,na a mi dejame en mar de ajosanber ,😉🫶🏻,regular msg,1,Negative,0.464,Positive,msg,emoji
2023-01-12,1,2023,Thursday,11:48:00,Morning,1,0,0,Barde,se morfa bien,_,short msg,4,,0.0,Neutral,msg,emoji
2023-01-12,1,2023,Thursday,11:54:00,Morning,1,0,0,Barde,un poco lejos andrés,_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-12,1,2023,Thursday,12:11:00,Morning,1,0,0,Juan,yo no les mando foto del paisaje para que no envidien,_,regular msg,2,,0.0,Neutral,msg,emoji
2023-01-12,1,2023,Thursday,13:20:00,Afternoon,0,1,0,Chogau,si estaba meditando me,_,short msg,2,,0.0,Neutral,msg,emoji
2023-01-12,1,2023,Thursday,13:21:00,Afternoon,0,1,0,Charlie,me sorprende,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-12,1,2023,Thursday,13:21:00,Afternoon,0,1,0,Charlie,también,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-12,1,2023,Thursday,13:27:00,Afternoon,0,1,0,Barde,muy lindo,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-12,1,2023,Thursday,15:01:00,Afternoon,0,1,0,Fede,comete un churros con dulce de ñeche por mi,😭,regular msg,1,Negative,-0.093,Negative,msg,emoji
2023-01-12,1,2023,Thursday,15:29:00,Afternoon,0,1,0,Barde,me acuerdo que teníamos un departamento en chiosa y av san bernardo,_,regular msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-12,1,2023,Thursday,15:59:00,Afternoon,0,1,0,Fede,chiozza bardelli,_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-12,1,2023,Thursday,15:59:00,Afternoon,0,1,0,Fede,compraba churros con dulce de leche todos los dias a por dia me comia,_,regular msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-12,1,2023,Thursday,16:13:00,Afternoon,0,1,0,Barde,pizza de la pizzería jirafa,_,short msg,5,Positive,0.0,Neutral,msg,emoji
2023-01-12,1,2023,Thursday,16:14:00,Afternoon,0,1,0,Barde,antes de llegar a avenida belgrano había un negocio que hacía churros panqueques y hamburguesas toda la noche el águila del garage,_,regular msg,1,Negative,0.0,Neutral,msg,emoji
2023-01-12,1,2023,Thursday,16:18:00,Afternoon,0,1,0,Barde,pero era otra época en este momento me parece que el loro es el más rubio de la playa,_,regular msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-12,1,2023,Thursday,16:28:00,Afternoon,0,1,0,Fede,alambremos sanber,_,short msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-12,1,2023,Thursday,16:32:00,Afternoon,0,1,0,Barde,habría que seder un poco de terreno es un poco tarde,_,regular msg,3,Neutral,0.0,Neutral,msg,emoji
2023-01-12,1,2023,Thursday,16:32:00,Afternoon,0,1,0,Barde,veo que en pinamar ya empezaron con los barrios cerrados,_,regular msg,2,,0.0,Neutral,msg,emoji
